Date,ST-OM,ST-HM,ST-LM,ST-CM,ST-AM,ST-VM,ST-VS,MA-GP,MA-IF,MA-UR,MA-FF,MA-CS,MA-IP,MA-M2,MA-MR,MA-TR,MA-NP,MA-HS,MA-RS,MA-PC,MA-PP,MA-TB,MA-CP,MA-GD,MA-ER,MA-GI,MA-PS,MA-CC,MA-RI,MA-CU,MA-IE,DT-DT,MI-SP,MI-NS,EV-ANAT-B,EV-ANAT-P,EV-ANAT-E,EV-SAOU-B,EV-SAOU-P,EV-SAOU-E,EV-HPVAAP-B,EV-HPVAAP-P,EV-HPVAAP-E,EV-H1PA-B,EV-H1PA-P,EV-H1PA-E,EV-MEOU-B,EV-MEOU-P,EV-MEOU-E,EV-EBOU-B,EV-EBOU-P,EV-EBOU-E,EV-ZIVIOU-B,EV-ZIVIOU-P,EV-ZIVIOU-E,EV-CACETHAP-B,EV-CACETHAP-P,EV-CACETHAP-E,EV-COPA-B,EV-COPA-P,EV-COPA-E,EV-MAVACA-B,EV-MAVACA-P,EV-MAVACA-E,EV-COVA-B,EV-COVA-P,EV-COVA-E,EV-LOCORE-B,EV-LOCORE-P,EV-LOCORE-E
2000-01-03,34.47367982069651,34.8537557442983,33.11839212576548,33.73377247651418,18.87930634419123,7969547.666666667,119543215.0,10002.179,169.3,4.0,5.45,112.0,91.4251,4663.8,8.06,6.66,131009.0,1636.0,268044.0,6542.9,128.3,-33360.0,565.043,5773392.0,1.0155,1950.65,4.5,1538.52018,9799.9,82.1714,,2000-01-03,1455.219970703125,4131.14990234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-04,33.05827033519745,33.5169019540151,31.894256655375163,32.17097012996673,17.946571811040243,7264756.333333333,108971345.0,10002.179,169.3,4.0,5.45,112.0,91.4251,4663.8,8.06,6.66,131009.0,1636.0,268044.0,6542.9,128.3,-33360.0,565.043,5773392.0,1.0309,1950.65,4.5,1538.52018,9799.9,82.1714,,2000-01-04,1399.4200439453125,3901.68994140625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-05,32.28535656134287,33.274700872103374,31.685659742355348,32.82892412344615,18.332685657342275,6009640.6,90144609.0,10002.179,169.3,4.0,5.45,112.0,91.4251,4663.8,8.06,6.66,131009.0,1636.0,268044.0,6542.9,128.3,-33360.0,565.043,5773392.0,1.0335,1950.65,4.5,1538.52018,9799.9,82.1714,,2000-01-05,1402.1099853515625,3877.5400390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-06,32.797303183873495,33.581781045595804,32.396143134435015,33.21305447419484,18.565832849343614,6074897.666666667,91123465.0,10002.179,169.3,4.0,5.45,112.0,91.4251,4663.8,8.06,6.66,131009.0,1636.0,268044.0,6542.9,128.3,-33360.0,565.043,5773392.0,1.0324,1950.65,4.5,1538.52018,9799.9,82.1714,,2000-01-06,1403.449951171875,3727.1298828125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-07,33.78133602937063,36.17272664705912,33.48909541765849,35.98687469959259,20.155196261405944,10302611.133333333,154539167.0,10002.179,169.3,4.0,5.45,112.0,91.4251,4663.8,8.15,6.66,131009.0,1636.0,268044.0,6542.9,128.3,-33360.0,565.043,5773392.0,1.0294,1950.65,4.5,1538.52018,9799.9,82.1714,,2000-01-07,1441.469970703125,3882.6201171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-10,36.37842802206675,37.0092560450236,35.4184161901474,36.19929487705231,20.528071125348408,8130356.533333333,121955348.0,10002.179,169.3,4.0,5.45,112.0,91.4251,4668.1,8.15,6.66,131009.0,1636.0,268044.0,6542.9,128.3,-33360.0,565.043,5773392.0,1.0252,1950.65,4.5,1538.52018,9799.9,82.1714,,2000-01-10,1457.5999755859375,4049.669921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-11,35.88715601762136,36.63529231548309,34.942581137021385,35.55391205151876,20.05436497529348,7046337.733333333,105695066.0,10002.179,169.3,4.0,5.45,112.0,91.4251,4668.1,8.15,6.66,131009.0,1636.0,268044.0,6542.9,128.3,-33360.0,565.043,5773392.0,1.0322,1950.65,4.5,1538.52018,9799.9,82.1714,,2000-01-11,1438.56005859375,3921.18994140625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-12,35.74553662935893,36.09656946659088,34.75824427604675,35.33496315479279,19.816249775886536,5015024.333333333,75225365.0,10002.179,169.3,4.0,5.45,112.0,91.4251,4668.1,8.15,6.66,131009.0,1636.0,268044.0,6542.9,128.3,-33360.0,565.043,5773392.0,1.0281,1950.65,4.5,1538.52018,9799.9,82.1714,,2000-01-12,1432.25,3850.02001953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-13,35.324867216746014,36.47282277743022,34.884243019421895,35.80463860034943,20.22156891822815,6088261.066666666,91323916.0,10002.179,169.3,4.0,5.45,112.0,91.4251,4668.1,8.15,6.66,131009.0,1636.0,268044.0,6542.9,128.3,-33360.0,565.043,5773392.0,1.027,1950.65,4.5,1538.52018,9799.9,82.1714,,2000-01-13,1449.6800537109375,3957.2099609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-14,36.498956267038984,37.05155302683512,35.555605459213254,36.32877926826477,20.54936820268631,6916312.933333334,103744694.0,10002.179,169.3,4.0,5.45,112.0,91.4251,4668.1,8.18,6.66,131009.0,1636.0,268044.0,6542.9,128.3,-33360.0,565.043,5773392.0,1.0128,1950.65,4.5,1538.52018,9799.9,82.1714,,2000-01-14,1465.1500244140625,4064.27001953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-18,35.93252980709076,36.50198756059011,34.86949531237284,35.356134208043414,20.133613725503285,5943080.0,89146200.0,10002.179,169.3,4.0,5.45,112.0,91.4251,4670.2,8.18,6.66,131009.0,1636.0,268044.0,6542.9,128.3,-33360.0,565.043,5773392.0,1.0121,1950.65,4.5,1538.52018,9799.9,82.1714,,2000-01-18,1455.1400146484375,4130.81005859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-19,35.57387080192566,36.51454356511434,35.044546874364215,35.971812733014424,20.571009906133018,8849348.466666667,132740227.0,10002.179,169.3,4.0,5.45,112.0,91.4251,4670.2,8.18,6.66,131009.0,1636.0,268044.0,6542.9,128.3,-33360.0,565.043,5773392.0,1.0115,1950.65,4.5,1538.52018,9799.9,82.1714,,2000-01-19,1455.9000244140625,4151.2900390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-20,35.990955940882365,36.51196182568868,34.49496062596639,35.658261291186015,20.458200013637544,6812621.2,102189318.0,10002.179,169.3,4.0,5.45,112.0,91.4251,4670.2,8.18,6.66,131009.0,1636.0,268044.0,6542.9,128.3,-33360.0,565.043,5773392.0,1.0133,1950.65,4.5,1538.52018,9799.9,82.1714,,2000-01-20,1445.5699462890625,4189.509765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-21,35.68793485959371,36.71409428914388,34.82735416889191,36.11563020547231,21.091333067417143,6313657.2,94704858.0,10002.179,169.3,4.0,5.45,112.0,91.4251,4670.2,8.26,6.66,131009.0,1636.0,268044.0,6542.9,128.3,-33360.0,565.043,5773392.0,1.01,1950.65,4.5,1538.52018,9799.9,82.1714,,2000-01-21,1441.3599853515625,4235.39990234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-24,36.221898301442465,36.65258677800497,34.15314131577809,34.58846413294474,20.165029899279276,7762294.533333333,116434418.0,10002.179,169.3,4.0,5.45,112.0,91.4251,4677.5,8.26,6.66,131009.0,1636.0,268044.0,6542.9,128.3,-33360.0,565.043,5773392.0,1.0019,1950.65,4.5,1538.52018,9799.9,82.1714,,2000-01-24,1401.530029296875,4096.080078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-25,34.901993624369304,35.421486258506775,33.769360995292665,34.61689303716024,20.09304506778717,6673835.466666667,100107532.0,10002.179,169.3,4.0,5.45,112.0,91.4251,4677.5,8.26,6.66,131009.0,1636.0,268044.0,6542.9,128.3,-33360.0,565.043,5773392.0,1.0041,1950.65,4.5,1538.52018,9799.9,82.1714,,2000-01-25,1410.030029296875,4167.41015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-26,34.598782523473105,35.56725710233052,33.92295561631521,34.69155256748199,20.11132887999217,5941998.666666667,89129980.0,10002.179,169.3,4.0,5.45,112.0,91.4251,4677.5,8.26,6.66,131009.0,1636.0,268044.0,6542.9,128.3,-33360.0,565.043,5773392.0,1.0011,1950.65,4.5,1538.52018,9799.9,82.1714,,2000-01-26,1404.0899658203125,4069.909912109375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-27,34.8678231159846,35.44470276037852,33.63877951304118,34.202948808670044,19.63171800772349,5808434.2,87126513.0,10002.179,169.3,4.0,5.45,112.0,91.4251,4677.5,8.26,6.66,131009.0,1636.0,268044.0,6542.9,128.3,-33360.0,565.043,5773392.0,0.989,1950.65,4.5,1538.52018,9799.9,82.1714,,2000-01-27,1398.56005859375,4039.56005859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-28,34.392497857411705,35.39023614724477,33.7903107881546,34.53886342048645,19.693565352757773,7537151.466666667,113057272.0,10002.179,169.3,4.0,5.45,112.0,91.4251,4677.5,8.25,6.66,131009.0,1636.0,268044.0,6542.9,128.3,-33360.0,565.043,5773392.0,0.9765,1950.65,4.5,1538.52018,9799.9,82.1714,,2000-01-28,1360.1600341796875,3887.070068359375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-31,34.57830763657888,35.673513126373294,33.50691712697347,35.34094771544139,20.094408218065897,5563381.6,83450724.0,10002.179,169.3,4.0,5.45,112.0,91.4251,4678.2,8.25,6.66,131009.0,1636.0,268044.0,6542.9,128.3,-33360.0,565.043,5773392.0,0.9757,1950.65,4.5,1538.52018,9799.9,82.1714,,2000-01-31,1394.4599609375,3940.35009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-01,34.95313962300619,35.507827162742615,34.13452905813853,35.15258731842041,20.131644082069396,5424988.4,81374826.0,10002.179,170.0,4.1,5.73,111.3,91.7357,4678.2,8.25,6.52,131120.0,1737.0,272020.0,6625.3,129.8,-36214.0,565.043,5773392.0,0.9731,1950.65,4.0,1549.18529,9837.9,82.1694,,2000-02-01,1409.280029296875,4051.97998046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-02,34.79127147992452,35.42182520230611,33.9710962454478,34.65661895275116,19.62407031059265,6805222.466666667,102078337.0,10002.179,170.0,4.1,5.73,111.3,91.7357,4678.2,8.25,6.52,131120.0,1737.0,272020.0,6625.3,129.8,-36214.0,565.043,5773392.0,0.9768,1950.65,4.0,1549.18529,9837.9,82.1694,,2000-02-02,1409.1199951171875,4073.9599609375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-03,34.892874423662825,35.22217497030894,33.95067710876465,34.564074349403384,19.588006941477456,6203063.0,93045945.0,10002.179,170.0,4.1,5.73,111.3,91.7357,4678.2,8.25,6.52,131120.0,1737.0,272020.0,6625.3,129.8,-36214.0,565.043,5773392.0,0.9887,1950.65,4.0,1549.18529,9837.9,82.1694,,2000-02-03,1424.969970703125,4210.97998046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-04,34.56593040625254,35.142411017417906,33.84735447565715,34.422545870145164,19.68566001256307,5176686.266666667,77650294.0,10002.179,170.0,4.1,5.73,111.3,91.7357,4678.2,8.25,6.52,131120.0,1737.0,272020.0,6625.3,129.8,-36214.0,565.043,5773392.0,0.976,1950.65,4.0,1549.18529,9837.9,82.1694,,2000-02-04,1424.3699951171875,4244.14013671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-07,34.52779116630554,35.34296642144521,33.85149857203166,34.80650461514791,20.041073973973592,7125654.4,106884816.0,10002.179,170.0,4.1,5.73,111.3,91.7357,4684.6,8.25,6.52,131120.0,1737.0,272020.0,6625.3,129.8,-36214.0,565.043,5773392.0,0.9783,1950.65,4.0,1549.18529,9837.9,82.1694,,2000-02-07,1424.239990234375,4321.77001953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-08,35.09587999979655,36.10469655195872,34.54590116341909,35.71023674011231,20.751664412021636,7454090.0,111811350.0,10002.179,170.0,4.1,5.73,111.3,91.7357,4684.6,8.25,6.52,131120.0,1737.0,272020.0,6625.3,129.8,-36214.0,565.043,5773392.0,0.9862,1950.65,4.0,1549.18529,9837.9,82.1694,,2000-02-08,1441.719970703125,4427.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-09,35.74641939798991,35.945077300071716,34.22773295243581,34.49719798564911,19.942672145366668,6528036.666666667,97920550.0,10002.179,170.0,4.1,5.73,111.3,91.7357,4684.6,8.25,6.52,131120.0,1737.0,272020.0,6625.3,129.8,-36214.0,565.043,5773392.0,0.9914,1950.65,4.0,1549.18529,9837.9,82.1694,,2000-02-09,1411.7099609375,4363.240234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-10,34.716419386863706,35.03343794345856,33.6297106107076,34.05178836186727,19.68599212964376,6098044.933333334,91470674.0,10002.179,170.0,4.1,5.73,111.3,91.7357,4684.6,8.25,6.52,131120.0,1737.0,272020.0,6625.3,129.8,-36214.0,565.043,5773392.0,0.9865,1950.65,4.0,1549.18529,9837.9,82.1694,,2000-02-10,1416.8299560546875,4485.6298828125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-11,33.799637325604756,34.402851057052615,32.829106561342876,33.40972468852997,19.49952168862025,6134357.866666666,92015368.0,10002.179,170.0,4.1,5.73,111.3,91.7357,4684.6,8.36,6.52,131120.0,1737.0,272020.0,6625.3,129.8,-36214.0,565.043,5773392.0,0.9847,1950.65,4.0,1549.18529,9837.9,82.1694,,2000-02-11,1387.1199951171875,4395.4501953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-14,33.3887582619985,34.143730696042375,32.89277331034342,33.72438716888428,19.707304112116496,5591890.6,83878359.0,10002.179,170.0,4.1,5.73,111.3,91.7357,4677.8,8.36,6.52,131120.0,1737.0,272020.0,6625.3,129.8,-36214.0,565.043,5773392.0,0.9783,1950.65,4.0,1549.18529,9837.9,82.1694,,2000-02-14,1389.93994140625,4418.5498046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-15,33.761028027534486,34.28923978805542,33.24578271706899,33.847782675425215,19.726485896110535,6805193.466666667,102077902.0,10002.179,170.0,4.1,5.73,111.3,91.7357,4677.8,8.36,6.52,131120.0,1737.0,272020.0,6625.3,129.8,-36214.0,565.043,5773392.0,0.9834,1950.65,4.0,1549.18529,9837.9,82.1694,,2000-02-15,1402.050048828125,4420.77001953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-16,33.614044070243835,34.657190442085266,33.27909036477407,34.19437999725342,20.072401571273804,8182818.466666667,122742277.0,10002.179,170.0,4.1,5.73,111.3,91.7357,4677.8,8.36,6.52,131120.0,1737.0,272020.0,6625.3,129.8,-36214.0,565.043,5773392.0,0.9842,1950.65,4.0,1549.18529,9837.9,82.1694,,2000-02-16,1387.6700439453125,4427.64990234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-17,34.532699505488075,35.719433291753134,33.86515553792318,34.90230552355448,20.87762612104416,8809328.466666667,132139927.0,10002.179,170.0,4.1,5.73,111.3,91.7357,4677.8,8.36,6.52,131120.0,1737.0,272020.0,6625.3,129.8,-36214.0,565.043,5773392.0,0.9863,1950.65,4.0,1549.18529,9837.9,82.1694,,2000-02-17,1388.260009765625,4548.919921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-18,35.15071373780568,35.97472592989604,33.53249701658885,34.28990530172984,20.6253981868426,9330791.933333334,139961879.0,10002.179,170.0,4.1,5.73,111.3,91.7357,4677.8,8.38,6.52,131120.0,1737.0,272020.0,6625.3,129.8,-36214.0,565.043,5773392.0,0.985,1950.65,4.0,1549.18529,9837.9,82.1694,,2000-02-18,1346.0899658203125,4411.740234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-22,34.562393927574156,35.153501478830975,33.10797948042552,34.13202575842539,20.30913045008977,6494600.733333333,97419011.0,10002.179,170.0,4.1,5.73,111.3,91.7357,4677.1,8.38,6.52,131120.0,1737.0,272020.0,6625.3,129.8,-36214.0,565.043,5773392.0,1.006,1950.65,4.0,1549.18529,9837.9,82.1694,,2000-02-22,1352.1700439453125,4382.1201171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-23,34.524674542744954,36.40015389124552,33.762648820877075,35.729869437217715,21.90947442452113,5437265.0,81558975.0,10002.179,170.0,4.1,5.73,111.3,91.7357,4677.1,8.38,6.52,131120.0,1737.0,272020.0,6625.3,129.8,-36214.0,565.043,5773392.0,1.0017,1950.65,4.0,1549.18529,9837.9,82.1694,,2000-02-23,1360.68994140625,4550.330078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-24,35.44642132123311,35.88203485806783,34.118625648816426,35.17681427796682,21.65764045715332,6363085.933333334,95446289.0,10002.179,170.0,4.1,5.73,111.3,91.7357,4677.1,8.38,6.52,131120.0,1737.0,272020.0,6625.3,129.8,-36214.0,565.043,5773392.0,0.9931,1950.65,4.0,1549.18529,9837.9,82.1694,,2000-02-24,1353.4300537109375,4617.64990234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-25,35.21606843471527,36.34787282943726,34.01837035020193,35.42615036169688,22.095522487163542,6326988.2,94904823.0,10002.179,170.0,4.1,5.73,111.3,91.7357,4677.1,8.31,6.52,131120.0,1737.0,272020.0,6625.3,129.8,-36214.0,565.043,5773392.0,0.9763,1950.65,4.0,1549.18529,9837.9,82.1694,,2000-02-25,1333.3599853515625,4590.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-28,35.53494825363159,36.154534459114075,34.20646841526032,35.21566727161407,21.836164319515227,6398546.333333333,95978195.0,10002.179,170.0,4.1,5.73,111.3,91.7357,4676.8,8.31,6.52,131120.0,1737.0,272020.0,6625.3,129.8,-36214.0,565.043,5773392.0,0.9669,1950.65,4.0,1549.18529,9837.9,82.1694,,2000-02-28,1348.050048828125,4577.85009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-29,35.67187032699585,37.47719902992249,35.11148112614949,36.61342731316884,23.160919467608135,5846657.933333334,87699869.0,10002.179,170.0,4.1,5.73,111.3,91.7357,4676.8,8.31,6.52,131120.0,1737.0,272020.0,6625.3,129.8,-36214.0,565.043,5773392.0,0.9643,1950.65,4.0,1549.18529,9837.9,82.1694,,2000-02-29,1366.4200439453125,4696.68994140625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-03-01,36.6183275381724,37.48947865168254,34.92091828982036,36.38117920557658,23.204637654622395,7596289.133333334,113944337.0,10002.179,171.0,4.0,5.85,107.1,92.0933,4676.8,8.31,6.26,131604.0,1604.0,275192.0,6686.5,130.8,-37326.0,565.043,5773392.0,0.97,1950.65,3.8,1561.45069,9864.0,82.2095,,2000-03-01,1379.18994140625,4784.080078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-03-02,36.51854923566182,37.2946483929952,34.96971712112427,35.89421357313792,22.70386152267456,5992371.0,89885565.0,10002.179,171.0,4.0,5.85,107.1,92.0933,4676.8,8.31,6.26,131604.0,1604.0,275192.0,6686.5,130.8,-37326.0,565.043,5773392.0,0.9619,1950.65,3.8,1561.45069,9864.0,82.2095,,2000-03-02,1381.760009765625,4754.509765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-03-03,36.34465136528015,37.154915730158486,35.192181730270384,36.188960671424866,23.126935946941376,5866468.333333333,87997025.0,10002.179,171.0,4.0,5.85,107.1,92.0933,4676.8,8.27,6.26,131604.0,1604.0,275192.0,6686.5,130.8,-37326.0,565.043,5773392.0,0.9618,1950.65,3.8,1561.45069,9864.0,82.2095,,2000-03-03,1409.1700439453125,4914.7900390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-03-06,36.16991578737895,37.371247084935504,34.99675806363424,36.208414793014526,23.531940122445423,7151652.6,107274789.0,10002.179,171.0,4.0,5.85,107.1,92.0933,4688.7,8.27,6.26,131604.0,1604.0,275192.0,6686.5,130.8,-37326.0,565.043,5773392.0,0.9603,1950.65,3.8,1561.45069,9864.0,82.2095,,2000-03-06,1391.280029296875,4904.85009765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-03-07,36.39302275180817,36.68190390268962,33.736344528198245,34.61403535207113,22.42735551595688,8311810.933333334,124677164.0,10002.179,171.0,4.0,5.85,107.1,92.0933,4688.7,8.27,6.26,131604.0,1604.0,275192.0,6686.5,130.8,-37326.0,565.043,5773392.0,0.956,1950.65,3.8,1561.45069,9864.0,82.2095,,2000-03-07,1355.6199951171875,4847.83984375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-03-08,35.06284334659576,36.513851300875345,33.188565135002136,34.939677850405374,22.153246744473776,7887746.266666667,118316194.0,10002.179,171.0,4.0,5.85,107.1,92.0933,4688.7,8.27,6.26,131604.0,1604.0,275192.0,6686.5,130.8,-37326.0,565.043,5773392.0,0.9576,1950.65,3.8,1561.45069,9864.0,82.2095,,2000-03-08,1366.699951171875,4897.259765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-03-09,35.21691930294037,36.45527898470561,33.800662692387895,35.53745194276174,22.084737702210745,6544530.066666666,98167951.0,10002.179,171.0,4.0,5.85,107.1,92.0933,4688.7,8.27,6.26,131604.0,1604.0,275192.0,6686.5,130.8,-37326.0,565.043,5773392.0,0.9684,1950.65,3.8,1561.45069,9864.0,82.2095,,2000-03-09,1401.68994140625,5046.85986328125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-03-10,36.0298393646876,37.09482602278391,34.62395052909851,35.23508334159851,21.753731286525728,6958034.266666667,104370514.0,10002.179,171.0,4.0,5.85,107.1,92.0933,4688.7,8.23,6.26,131604.0,1604.0,275192.0,6686.5,130.8,-37326.0,565.043,5773392.0,0.9659,1950.65,3.8,1561.45069,9864.0,82.2095,,2000-03-10,1395.0699462890625,5048.6201171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-03-13,34.43698310852051,35.209646073977154,33.55195115407308,34.03645179271698,20.797957277297975,5271605.6,79074084.0,10002.179,171.0,4.0,5.85,107.1,92.0933,4696.3,8.23,6.26,131604.0,1604.0,275192.0,6686.5,130.8,-37326.0,565.043,5773392.0,0.9648,1950.65,3.8,1561.45069,9864.0,82.2095,,2000-03-13,1383.6199951171875,4907.240234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-03-14,34.0313670317332,34.481368430455525,31.41835764249166,32.1700403213501,19.250449550151824,8833341.533333333,132500123.0,10002.179,171.0,4.0,5.85,107.1,92.0933,4696.3,8.23,6.26,131604.0,1604.0,275192.0,6686.5,130.8,-37326.0,565.043,5773392.0,0.9644,1950.65,3.8,1561.45069,9864.0,82.2095,,2000-03-14,1359.1500244140625,4706.6298828125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
